,Location,Fuel_Type,Transmission,Owner_Type,Brand,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price
5368,Chennai,Diesel,Manual,First,Maruti,2014,75180,22.9,1248.0,74.0,5.0,5.25
5369,Mumbai,Diesel,Manual,Second,Renault,2013,75000,19.64,1461.0,108.45,5.0,5.4
5370,Mumbai,Petrol,Manual,First,Volkswagen,2014,15000,16.47,1198.0,74.0,5.0,3.9
5371,Mumbai,Petrol,Manual,First,Hyundai,2015,12000,17.19,1197.0,81.86,5.0,5.8
5372,Pune,Diesel,Automatic,First,BMW,2014,32000,18.12,1995.0,190.0,5.0,30.5
5373,Hyderabad,Diesel,Manual,First,Maruti,2017,44504,23.4,1248.0,74.0,5.0,5.6
5374,Ahmedabad,Diesel,Automatic,First,Mercedes-Benz,2012,66000,0.0,2987.0,165.0,5.0,23.0
5375,Jaipur,Diesel,Manual,First,Maruti,2015,39437,28.4,1248.0,74.0,5.0,5.15
5376,Coimbatore,Diesel,Automatic,First,Hyundai,2017,36931,19.08,1582.0,126.2,5.0,9.48
5377,Bangalore,Petrol,Automatic,Second,Tata,2016,17800,21.9,624.0,37.48,4.0,2.38
5378,Hyderabad,Petrol,Manual,First,Maruti,2009,71346,17.5,1298.0,85.8,5.0,3.8
5379,Delhi,Petrol,Manual,Second,Hyundai,2015,45000,18.6,1197.0,81.83,5.0,5.5
5380,Hyderabad,Petrol,Manual,First,Hyundai,2010,85155,17.0,1197.0,80.0,5.0,3.55
5381,Mumbai,Petrol,Manual,First,Maruti,2015,48823,20.73,1373.0,91.1,5.0,6.35
5382,Delhi,Diesel,Automatic,First,Land,2015,37000,12.7,2179.0,187.7,5.0,36.0
5383,Hyderabad,Diesel,Manual,Second,Tata,2005,92000,16.1,1405.0,70.0,5.0,1.1
5384,Mumbai,Petrol,Manual,First,Tata,2014,36000,17.57,1193.0,88.7,5.0,3.7
5385,Delhi,Diesel,Manual,First,Mahindra,2016,24569,16.0,1997.0,140.0,7.0,13.5
5386,Mumbai,Petrol,Automatic,Third,Honda,2008,95000,11.7,2354.0,177.6,5.0,2.85
5387,Coimbatore,Petrol,Manual,Second,Tata,2015,25811,25.4,624.0,37.5,4.0,2.13
5388,Ahmedabad,Diesel,Manual,First,Hyundai,2015,65000,22.7,1582.0,126.2,5.0,7.75
5390,Jaipur,Diesel,Manual,First,Honda,2014,76414,25.8,1498.0,98.6,5.0,4.95
5391,Kochi,Diesel,Manual,First,Mahindra,2012,82103,15.1,2179.0,140.0,7.0,6.2
5392,Pune,Diesel,Automatic,First,BMW,2013,98000,18.56,1995.0,190.0,5.0,17.5
5393,Pune,Petrol,Manual,First,Hyundai,2010,45252,18.9,1197.0,81.86,5.0,2.25
5394,Delhi,Petrol,Manual,First,Maruti,2017,10300,21.4,1197.0,83.1,5.0,6.75
5395,Kochi,Diesel,Automatic,First,Hyundai,2016,42024,19.08,1582.0,126.2,5.0,9.73
5396,Kochi,Diesel,Manual,First,Maruti,2018,51236,25.47,1248.0,88.5,7.0,8.49
5397,Mumbai,Petrol,Automatic,First,Mini,2013,52000,13.6,1598.0,181.0,4.0,25.0
5398,Coimbatore,Diesel,Manual,First,Maruti,2015,42894,23.2,1248.0,73.94,5.0,5.59
5399,Mumbai,Diesel,Automatic,First,Skoda,2011,68000,15.6,1896.0,106.0,5.0,4.8
5400,Delhi,Diesel,Manual,First,Ford,2014,69000,22.7,1498.0,89.84,5.0,5.45
5401,Pune,Petrol,Manual,First,Hyundai,2017,10000,18.6,1197.0,81.83,5.0,6.5
5402,Chennai,Petrol,Manual,First,Honda,2015,16000,19.4,1198.0,86.8,5.0,4.35
5403,Kolkata,Diesel,Manual,First,Honda,2013,46992,25.8,1498.0,98.6,5.0,3.75
5405,Delhi,Diesel,Automatic,First,Audi,2014,58000,12.07,2967.0,241.4,7.0,32.0
5406,Jaipur,Diesel,Manual,Second,Hyundai,2015,50000,24.0,1120.0,70.0,5.0,4.0
5407,Kolkata,Diesel,Manual,First,Nissan,2011,39010,23.08,1461.0,63.1,5.0,2.6
5408,Jaipur,Petrol,Manual,First,Hyundai,2016,26946,18.9,1197.0,82.0,5.0,4.45
5409,Pune,Petrol,Manual,First,Hyundai,2015,28700,21.1,814.0,55.2,5.0,2.6
5410,Chennai,Petrol,Automatic,First,Mercedes-Benz,2011,60000,11.74,1796.0,186.0,5.0,16.0
5411,Delhi,Diesel,Automatic,First,Land,2014,38999,12.7,2179.0,187.7,5.0,32.5
5412,Mumbai,Diesel,Automatic,First,Mahindra,2016,39000,11.18,2696.0,184.0,7.0,13.85
5413,Coimbatore,Petrol,Manual,First,Maruti,2018,7784,20.73,1373.0,91.1,5.0,8.76
5414,Kochi,Petrol,Automatic,First,Mercedes-Benz,2014,45710,11.8,3498.0,272.0,7.0,23.68
5415,Chennai,Petrol,Automatic,First,Maruti,2017,42000,22.0,1197.0,81.8,5.0,5.5
5416,Coimbatore,Diesel,Automatic,Second,Land,2013,75995,11.49,4367.0,335.3,5.0,65.81
5417,Kolkata,Diesel,Manual,First,Renault,2013,57000,19.01,1461.0,108.45,5.0,4.99
5418,Chennai,Diesel,Manual,Second,Hyundai,2013,85350,22.32,1582.0,126.32,5.0,5.7
5419,Coimbatore,Petrol,Automatic,First,Toyota,2016,82725,14.28,1798.0,138.03,5.0,11.99
5420,Mumbai,Diesel,Automatic,Second,BMW,2016,19000,21.76,1995.0,190.0,5.0,29.99
5421,Chennai,Petrol,Manual,First,Ford,2018,13900,18.88,1499.0,110.4,5.0,9.5
5423,Bangalore,Diesel,Automatic,First,Hyundai,2016,36000,11.72,2199.0,194.3,7.0,23.0
5424,Hyderabad,Diesel,Manual,First,Tata,2013,62188,17.2,1396.0,53.5,5.0,2.95
5425,Kochi,Diesel,Manual,First,Hyundai,2015,58397,24.0,1120.0,70.0,5.0,4.9
5426,Chennai,Petrol,Manual,Third,Hyundai,2006,85000,0.0,1086.0,113.0,5.0,1.3
5427,Delhi,Petrol,Automatic,First,Maruti,2016,30000,22.5,998.0,67.0,5.0,4.25
5428,Kochi,Diesel,Manual,First,Mahindra,2018,29907,16.0,2179.0,140.0,7.0,16.36
5429,Kolkata,Diesel,Automatic,First,Audi,2009,46000,16.55,1968.0,147.51,5.0,9.95
5430,Bangalore,Diesel,Manual,First,Volkswagen,2012,65000,20.54,1598.0,103.6,5.0,5.5
5431,Delhi,Diesel,Manual,First,Maruti,2016,22000,24.3,1248.0,88.5,5.0,8.25
5432,Chennai,Petrol,Manual,First,Maruti,2002,99024,17.3,993.0,60.0,5.0,0.95
5433,Kochi,Petrol,Manual,First,Hyundai,2016,34952,19.81,1086.0,68.05,5.0,4.01
5434,Kochi,Petrol,Manual,First,Honda,2019,13913,17.5,1199.0,88.7,5.0,8.2
5435,Chennai,Diesel,Manual,Second,Honda,2014,71000,25.1,1498.0,98.6,5.0,6.2
5436,Chennai,Diesel,Automatic,First,Toyota,2012,97000,11.5,2982.0,169.0,7.0,16.75
5437,Delhi,Diesel,Automatic,First,Mahindra,2017,21000,16.0,2179.0,140.0,7.0,16.5
5440,Coimbatore,Petrol,Automatic,Second,Honda,2017,66507,19.0,1199.0,88.7,5.0,5.43
5441,Coimbatore,Diesel,Automatic,First,Ford,2017,54650,10.91,3198.0,197.0,7.0,30.35
5442,Hyderabad,Petrol,Automatic,First,Nissan,2014,32000,17.97,1498.0,99.6,5.0,7.99
5443,Coimbatore,Diesel,Manual,First,Skoda,2011,75378,18.7,1896.0,66.0,5.0,3.59
5444,Chennai,Diesel,Manual,First,Chevrolet,2012,82697,25.44,936.0,57.6,5.0,1.9
5447,Kochi,Diesel,Automatic,First,Mercedes-Benz,2016,26212,17.9,2143.0,136.0,5.0,24.46
5448,Pune,Petrol,Manual,Second,Tata,2014,23500,17.57,1193.0,88.7,5.0,3.9
5449,Coimbatore,Petrol,Manual,First,Hyundai,2013,56127,18.5,1197.0,80.0,5.0,5.15
5450,Mumbai,Petrol,Automatic,First,Maruti,2015,26000,21.5,1197.0,81.8,5.0,3.65
5451,Kolkata,Diesel,Manual,First,Hyundai,2016,26000,25.4,1186.0,73.97,5.0,5.0
5452,Kolkata,Petrol,Manual,First,Honda,2009,42000,17.0,1497.0,118.0,5.0,2.3
5456,Kochi,Diesel,Manual,First,Honda,2014,97439,25.8,1498.0,98.6,5.0,4.41
5457,Chennai,Petrol,Manual,First,Maruti,2006,40000,18.9,998.0,67.1,5.0,2.0
5458,Hyderabad,Diesel,Manual,First,Maruti,2014,81609,17.8,1248.0,113.0,5.0,5.55
5459,Bangalore,Diesel,Automatic,First,Mercedes-Benz,2014,28000,13.0,2987.0,258.0,5.0,31.75
5460,Bangalore,Diesel,Automatic,First,Audi,2015,37500,17.68,1968.0,174.33,5.0,32.0
5461,Hyderabad,Diesel,Automatic,First,Mercedes-Benz,2010,37000,13.5,2987.0,282.0,5.0,21.0
5462,Ahmedabad,Diesel,Manual,First,Maruti,2010,83000,19.3,1248.0,73.9,5.0,2.75
5463,Coimbatore,Petrol,Manual,First,Toyota,2005,79012,13.4,1794.0,125.0,5.0,2.64
5464,Kochi,Diesel,Manual,First,Mahindra,2018,27395,15.4,2179.0,120.0,7.0,14.19
5465,Jaipur,Petrol,Manual,First,Maruti,2017,35362,22.5,998.0,67.04,5.0,3.85
5467,Mumbai,Petrol,Manual,First,Maruti,2010,23000,18.2,1061.0,64.0,5.0,1.9
5468,Kochi,Petrol,Manual,First,Tata,2014,59508,25.4,624.0,37.48,4.0,1.26
5469,Chennai,Petrol,Manual,Second,Hyundai,2009,69000,18.5,1197.0,80.0,5.0,2.4
5470,Bangalore,Diesel,Automatic,First,BMW,2010,58000,22.69,1995.0,190.0,5.0,11.5
5471,Jaipur,Diesel,Manual,First,Mahindra,2014,88511,16.0,2179.0,140.0,7.0,8.25
5472,Pune,Petrol,Manual,First,Volkswagen,2011,66000,15.8,1598.0,105.0,5.0,2.75
5473,Delhi,Petrol,Manual,Second,Skoda,2009,65000,17.5,1198.0,70.0,5.0,1.4
5474,Coimbatore,Petrol,Manual,First,Tata,2015,30676,25.4,624.0,37.5,4.0,2.9
5475,Chennai,Diesel,Manual,First,Ford,2011,76000,20.0,1399.0,68.0,5.0,2.4
5476,Pune,Petrol,Automatic,First,Volkswagen,2013,23627,14.8,1598.0,105.0,5.0,4.75
5477,Kochi,Diesel,Automatic,First,Land,2018,52827,12.7,2179.0,187.7,5.0,44.76
5478,Kochi,Diesel,Manual,First,Honda,2015,64465,26.0,1498.0,98.6,5.0,6.22
5479,Chennai,Petrol,Automatic,First,Renault,2018,14000,22.5,999.0,67.0,5.0,4.5
5480,Mumbai,Petrol,Manual,First,Hyundai,2015,26000,18.9,1197.0,82.0,5.0,4.25
5481,Hyderabad,Diesel,Automatic,First,Chevrolet,2011,78203,18.1,1991.0,147.9,4.0,5.5
5482,Mumbai,Diesel,Manual,First,Hyundai,2017,27000,22.54,1396.0,88.73,5.0,6.95
5483,Coimbatore,Petrol,Automatic,First,Maruti,2018,31919,24.07,998.0,67.1,5.0,4.56
5484,Coimbatore,Diesel,Manual,First,Hyundai,2016,47392,20.5,1582.0,126.2,5.0,13.82
5485,Mumbai,Petrol,Manual,First,Honda,2016,17362,18.0,1198.0,86.7,5.0,5.65
5486,Kochi,Diesel,Manual,First,Hyundai,2016,49716,21.19,1396.0,88.73,5.0,6.2
5487,Delhi,Petrol,Manual,First,Maruti,2014,48000,23.1,998.0,67.04,5.0,3.25
5488,Kolkata,Diesel,Automatic,First,Audi,2009,46000,16.55,1968.0,147.51,5.0,8.5
5489,Bangalore,Diesel,Manual,First,Hyundai,2016,79000,24.8,1396.0,88.7,5.0,7.25
5490,Pune,Diesel,Manual,First,Renault,2013,57000,21.8,1461.0,78.0,5.0,4.61
5491,Delhi,Petrol,Manual,First,Volkswagen,2016,29754,16.2,1199.0,74.0,5.0,5.3
5492,Ahmedabad,Diesel,Manual,First,Tata,2012,50123,17.0,1405.0,70.0,5.0,1.9
5493,Kochi,Petrol,Manual,First,Hyundai,2012,57184,20.36,1197.0,78.9,5.0,3.09
5494,Mumbai,Diesel,Automatic,Second,BMW,2007,75000,16.46,2993.0,258.0,5.0,9.5
5495,Mumbai,Diesel,Automatic,First,Hyundai,2015,26000,17.01,1582.0,126.2,5.0,12.65
5496,Delhi,Petrol,Manual,First,Hyundai,2016,22129,18.9,1197.0,82.0,5.0,4.25
5498,Hyderabad,Diesel,Manual,First,Mahindra,2006,92000,10.5,2179.0,120.0,8.0,3.45
5499,Hyderabad,Petrol,Manual,First,Hyundai,2011,60634,19.81,1086.0,68.05,5.0,3.3
5500,Hyderabad,Diesel,Manual,First,Tata,2014,90000,14.0,2179.0,138.1,7.0,8.0
5501,Kolkata,Petrol,Manual,First,Honda,2009,59000,13.5,1799.0,130.0,5.0,2.71
5502,Hyderabad,Petrol,Manual,First,Maruti,2012,59293,18.2,998.0,67.1,5.0,2.7
5503,Mumbai,Diesel,Manual,Second,Maruti,2012,80753,23.4,1248.0,74.0,5.0,4.5
5504,Delhi,Diesel,Manual,Second,Toyota,2015,40000,13.0,2982.0,168.5,7.0,18.75
5506,Hyderabad,LPG,Manual,First,Maruti,2012,72389,26.2,998.0,58.2,5.0,3.2
5507,Pune,Diesel,Manual,First,Maruti,2017,48000,28.4,1248.0,73.75,5.0,6.0
5508,Kolkata,Petrol,Manual,First,Hyundai,2014,41000,18.9,1197.0,82.0,5.0,3.14
5509,Jaipur,Petrol,Manual,First,Renault,2016,26000,25.17,799.0,53.3,5.0,2.55
5510,Jaipur,Petrol,Manual,Second,Tata,2012,30000,15.64,1193.0,64.08,5.0,2.3
5511,Hyderabad,Diesel,Manual,First,Ford,2014,74624,20.0,1399.0,68.05,5.0,5.65
5512,Kochi,Diesel,Automatic,First,Porsche,2015,47877,15.15,2967.0,240.0,5.0,48.22
5513,Jaipur,Petrol,Manual,First,Maruti,2016,35000,24.07,998.0,67.1,5.0,3.0
5514,Ahmedabad,Diesel,Manual,First,Volkswagen,2015,52123,20.34,1498.0,103.2,5.0,7.5
5515,Bangalore,Diesel,Manual,First,Mahindra,2005,90000,10.5,2179.0,120.0,8.0,2.6
5516,Mumbai,Diesel,Automatic,First,BMW,2018,1400,18.56,1995.0,190.0,5.0,61.25
5518,Kochi,Petrol,Automatic,First,Mini,2016,21110,17.44,1998.0,189.08,4.0,28.95
5519,Pune,Diesel,Automatic,First,Mitsubishi,2015,78000,13.5,2477.0,175.56,6.0,15.0
5520,Jaipur,Diesel,Manual,First,Maruti,2012,72000,19.3,1248.0,73.9,5.0,4.25
5522,Pune,Diesel,Manual,First,Maruti,2013,43486,20.77,1248.0,88.76,7.0,6.6
5524,Chennai,Petrol,Manual,First,Mercedes-Benz,2010,34000,11.7,1796.0,178.0,5.0,10.0
5525,Bangalore,Diesel,Automatic,First,Mercedes-Benz,2016,37944,14.84,2143.0,167.62,5.0,35.0
5526,Mumbai,Diesel,Manual,First,Ford,2017,30000,22.7,1498.0,89.84,5.0,8.75
5527,Coimbatore,Petrol,Manual,First,Toyota,2015,64005,17.71,1197.0,78.9,5.0,4.57
5528,Delhi,Petrol,Manual,First,Hyundai,2012,62000,20.36,1197.0,78.9,5.0,2.5
5530,Kochi,Diesel,Automatic,First,Land,2014,59885,12.39,2179.0,147.51,5.0,20.11
5532,Coimbatore,Petrol,Manual,First,Hyundai,2011,63991,18.5,1197.0,80.0,5.0,3.61
5533,Pune,Petrol,Manual,Second,Hyundai,2007,72000,17.0,1086.0,113.0,5.0,1.11
5534,Mumbai,Petrol,Automatic,First,Nissan,2015,34895,19.15,1198.0,75.94,5.0,4.6
5535,Ahmedabad,Diesel,Automatic,First,BMW,2015,97003,15.87,2993.0,308.43,5.0,85.0
5536,Kolkata,Petrol,Automatic,First,Honda,2015,45000,16.8,1497.0,118.0,5.0,5.25
5537,Delhi,Diesel,Manual,Second,Honda,2013,45000,25.8,1498.0,98.6,5.0,3.3
5538,Bangalore,Diesel,Manual,Second,Toyota,2013,100000,11.5,2982.0,171.0,7.0,17.75
5539,Delhi,Diesel,Automatic,First,Land,2016,70000,12.97,2179.0,187.7,5.0,35.0
5540,Coimbatore,Diesel,Manual,First,Hyundai,2016,37023,19.67,1582.0,126.2,5.0,13.39
5541,Chennai,Diesel,Manual,First,Chevrolet,2012,81000,25.44,936.0,56.3,5.0,2.5
5542,Kochi,Diesel,Automatic,First,Toyota,2017,20789,11.36,2755.0,171.5,7.0,18.36
5543,Jaipur,Diesel,Manual,First,Maruti,2015,68310,23.4,1248.0,74.0,5.0,5.95
5544,Mumbai,Diesel,Manual,Second,Hyundai,2015,47250,19.67,1582.0,126.2,5.0,11.0
5545,Delhi,Diesel,Automatic,Second,Land,2014,47000,12.65,2993.0,255.0,5.0,64.75
5547,Kochi,Petrol,Manual,First,Hyundai,2017,17702,15.29,1591.0,121.3,5.0,11.94
5548,Mumbai,Petrol,Automatic,First,Volkswagen,2014,34987,18.19,1197.0,103.5,5.0,5.95
5549,Ahmedabad,Diesel,Manual,First,Honda,2017,37000,26.0,1498.0,98.6,5.0,11.0
5550,Coimbatore,Petrol,Manual,First,Hyundai,2017,38271,15.29,1591.0,121.3,5.0,12.53
5551,Bangalore,Diesel,Manual,Second,Ford,2012,32510,20.0,1399.0,68.0,5.0,3.75
5552,Pune,Diesel,Automatic,First,BMW,2014,88000,14.69,2993.0,258.0,5.0,27.0
5555,Delhi,Petrol,Manual,Second,Maruti,2010,75319,21.1,1197.0,85.8,5.0,2.0
5556,Kolkata,Petrol,Manual,First,Hyundai,2013,28000,18.9,1197.0,82.0,5.0,3.25
5557,Bangalore,Diesel,Automatic,First,Mercedes-Benz,2017,16500,17.9,2143.0,136.0,5.0,34.0
5558,Coimbatore,Diesel,Automatic,First,BMW,2016,75637,22.48,1995.0,190.0,5.0,30.37
5559,Kochi,Petrol,Automatic,First,Hyundai,2018,32854,13.0,1591.0,121.3,5.0,12.6
5560,Kochi,Petrol,Manual,First,Renault,2019,6568,25.17,799.0,53.3,5.0,5.09
5561,Bangalore,Diesel,Automatic,First,Audi,2014,30000,14.94,2967.0,241.4,5.0,24.5
5562,Kochi,Diesel,Manual,Second,Maruti,2018,17804,28.09,1248.0,88.5,5.0,7.97
5563,Delhi,Petrol,Manual,First,Honda,2011,69768,16.0,1198.0,90.0,5.0,2.9
5564,Kochi,Diesel,Automatic,First,BMW,2016,62404,22.69,1995.0,190.0,5.0,21.33
5565,Bangalore,Diesel,Automatic,Second,Hyundai,2012,97000,19.08,1582.0,126.32,5.0,6.5
5566,Coimbatore,Diesel,Manual,First,Hyundai,2016,55687,21.38,1396.0,88.7,5.0,12.15
5567,Kolkata,Petrol,Manual,First,Volkswagen,2014,17000,15.04,1598.0,103.2,5.0,4.25
5568,Coimbatore,Diesel,Automatic,First,BMW,2017,34232,21.76,1995.0,190.0,5.0,35.84
5570,Chennai,Diesel,Manual,First,Renault,2012,80000,19.72,1461.0,108.45,5.0,6.75
5571,Bangalore,Petrol,Manual,Second,Hyundai,2014,31045,18.6,1197.0,81.83,5.0,5.65
5572,Pune,Diesel,Automatic,Second,Volkswagen,2013,58000,16.96,1968.0,138.03,5.0,7.5
5573,Kochi,Diesel,Manual,First,Hyundai,2018,35480,19.67,1582.0,126.2,5.0,13.34
5574,Hyderabad,Diesel,Manual,First,Maruti,2016,62287,28.09,1248.0,88.5,5.0,7.9
5575,Coimbatore,Diesel,Manual,First,Hyundai,2015,46162,22.54,1396.0,88.73,5.0,6.98
5576,Mumbai,Petrol,Manual,First,Hyundai,2014,9200,17.01,1591.0,121.3,5.0,5.75
5577,Kolkata,Diesel,Manual,First,Volkswagen,2012,55339,22.07,1199.0,73.9,5.0,2.65
5578,Kolkata,Diesel,Manual,First,Volkswagen,2011,55476,22.07,1199.0,73.9,5.0,2.49
5579,Pune,Petrol,Manual,Second,Maruti,2007,68553,15.0,1586.0,104.68,5.0,1.5
5580,Kochi,Diesel,Manual,First,Honda,2016,67376,24.5,1498.0,98.6,7.0,6.5
5581,Hyderabad,Diesel,Manual,First,Renault,2013,42000,19.64,1461.0,108.45,5.0,8.0
5582,Coimbatore,Diesel,Automatic,First,Toyota,2019,28069,12.9,2755.0,174.5,7.0,30.85
5583,Kochi,Diesel,Automatic,First,Volvo,2014,93144,14.7,1984.0,181.0,5.0,17.15
5584,Hyderabad,Petrol,Automatic,First,Maruti,2014,24300,23.1,998.0,67.04,5.0,4.55
5585,Hyderabad,Diesel,Manual,Second,Maruti,2015,47883,26.21,1248.0,88.5,5.0,7.4
5586,Kochi,Diesel,Automatic,First,Audi,2013,12467,12.8,1968.0,167.6,5.0,25.64
5587,Kolkata,Diesel,Automatic,Second,BMW,2013,56683,17.05,1995.0,184.0,5.0,13.5
5588,Bangalore,Petrol,Manual,First,Ford,2013,38000,15.6,1196.0,70.0,5.0,3.55
5589,Ahmedabad,Diesel,Manual,First,Hyundai,2018,35000,22.7,1582.0,126.2,5.0,15.0
5590,Pune,Petrol,Manual,Second,Hyundai,2007,80000,13.9,1599.0,103.2,5.0,1.95
5593,Chennai,Petrol,Manual,First,Hyundai,2012,70000,20.36,1197.0,78.9,5.0,3.15
5594,Hyderabad,Diesel,Manual,First,Nissan,2012,87982,21.64,1461.0,84.8,5.0,5.0
5595,Jaipur,Diesel,Automatic,Second,BMW,2013,40714,18.12,1995.0,190.0,5.0,24.75
5596,Pune,Diesel,Manual,Second,Chevrolet,2008,83000,16.52,1991.0,123.7,5.0,2.6
5597,Ahmedabad,Petrol,Manual,First,Hyundai,2011,86000,20.36,1197.0,78.9,5.0,3.75
5598,Ahmedabad,Diesel,Manual,Second,Skoda,2009,60002,17.5,1896.0,106.0,5.0,4.85
5599,Jaipur,Diesel,Automatic,First,Mercedes-Benz,2013,60000,10.0,2148.0,170.0,5.0,27.0
5600,Kolkata,Diesel,Manual,First,Honda,2014,84677,25.8,1498.0,98.6,5.0,3.0
5601,Delhi,Diesel,Automatic,First,BMW,2017,23000,20.68,1995.0,190.0,5.0,28.75
5602,Hyderabad,Diesel,Manual,First,Toyota,2016,81424,12.99,2494.0,100.6,8.0,14.49
5603,Delhi,Diesel,Automatic,First,Porsche,2013,36400,7.5,4806.0,394.3,4.0,72.0
5604,Chennai,Diesel,Manual,Second,Nissan,2012,70000,22.71,1461.0,84.8,5.0,4.0
5605,Delhi,Diesel,Manual,Second,Maruti,2015,40000,26.59,1248.0,74.0,5.0,4.5
5606,Mumbai,Petrol,Automatic,First,Maruti,2019,600,21.5,1197.0,81.8,5.0,6.25
5607,Pune,Diesel,Automatic,Second,Volkswagen,2015,65320,16.96,1968.0,138.03,5.0,11.5
5608,Pune,Petrol,Manual,Third,Honda,2009,79000,9.8,2354.0,180.0,5.0,3.1
5609,Mumbai,Petrol,Manual,First,Honda,2018,5000,17.8,1497.0,117.3,5.0,10.11
5610,Coimbatore,Petrol,Manual,First,Hyundai,2019,6028,17.01,1591.0,121.3,5.0,11.54
5611,Delhi,Petrol,Manual,Second,Maruti,2006,86000,18.9,998.0,67.1,5.0,1.0
5613,Kochi,Petrol,Automatic,First,Audi,2011,59967,9.74,1984.0,208.0,5.0,18.0
5614,Coimbatore,Diesel,Manual,First,Toyota,2018,43127,23.59,1364.0,67.04,5.0,6.85
5615,Kochi,Petrol,Manual,First,Hyundai,2012,65727,19.81,1086.0,68.05,5.0,2.97
5616,Pune,Petrol,Manual,First,Hyundai,2013,70000,17.01,1591.0,121.3,5.0,4.75
5617,Coimbatore,Diesel,Manual,First,Volkswagen,2018,39861,20.14,1498.0,88.8,5.0,7.38
5618,Delhi,Diesel,Automatic,First,BMW,2017,16485,22.48,1995.0,187.74,5.0,42.75
5619,Bangalore,Diesel,Manual,Second,Hyundai,2010,77332,23.0,1396.0,90.0,5.0,3.65
5620,Kochi,Petrol,Automatic,First,Hyundai,2017,17489,18.9,1197.0,82.0,5.0,5.99
5622,Chennai,Petrol,Automatic,First,Maruti,2016,35129,21.4,1197.0,83.1,5.0,7.0
5623,Hyderabad,Petrol,Automatic,First,Hyundai,2016,22982,13.0,1591.0,121.3,5.0,10.95
5624,Pune,Petrol,Manual,Third,Hyundai,2013,54500,20.36,1197.0,78.9,5.0,2.95
5625,Ahmedabad,Diesel,Manual,First,Tata,2017,16235,24.7,1047.0,69.0,5.0,5.5
5626,Kochi,Petrol,Automatic,First,Skoda,2017,73641,14.67,1798.0,177.46,5.0,17.08
5627,Hyderabad,Diesel,Manual,First,Maruti,2015,59572,26.59,1248.0,74.0,5.0,6.85
5630,Kolkata,Petrol,Manual,First,Honda,2010,60000,17.0,1497.0,118.0,5.0,2.7
5631,Mumbai,Petrol,Automatic,First,Hyundai,2012,75059,17.0,1591.0,121.3,5.0,4.25
5632,Pune,Diesel,Manual,First,Toyota,2018,3000,23.59,1364.0,67.04,5.0,7.9
5633,Delhi,Petrol,Automatic,Second,Skoda,2011,78000,13.7,1798.0,157.75,5.0,4.5
5634,Kolkata,Diesel,Manual,First,Nissan,2012,47000,21.64,1461.0,84.8,5.0,4.0
5635,Delhi,Petrol,Manual,First,Honda,2012,42000,17.0,1497.0,118.0,5.0,4.75
5636,Kolkata,Diesel,Manual,First,Hyundai,2018,6820,22.54,1396.0,88.76,5.0,7.65
5637,Kochi,Petrol,Manual,Second,Chevrolet,2013,55176,17.4,1599.0,104.0,5.0,3.47
5638,Kochi,Petrol,Manual,First,Honda,2016,39854,18.0,1198.0,86.7,5.0,5.64
5639,Kolkata,Petrol,Manual,First,Volkswagen,2013,24000,16.47,1198.0,73.9,5.0,2.95
5640,Jaipur,Diesel,Manual,First,Maruti,2016,55000,22.9,1248.0,74.0,5.0,5.65
5641,Kochi,Diesel,Automatic,First,Ford,2012,45840,11.4,2953.0,153.86,7.0,8.41
5644,Coimbatore,Diesel,Manual,First,Volkswagen,2014,52951,20.14,1498.0,88.0,5.0,5.65
5645,Kolkata,Petrol,Manual,First,Hyundai,2013,49000,17.1,1591.0,121.3,5.0,4.5
5646,Ahmedabad,Diesel,Manual,First,Maruti,2015,52000,28.09,1248.0,88.5,5.0,6.9
5649,Mumbai,Petrol,Manual,First,Skoda,2015,33000,15.0,1598.0,103.52,5.0,5.6
5651,Bangalore,Petrol,Manual,First,Skoda,2013,66700,15.0,1598.0,103.5,5.0,4.0
5653,Mumbai,Diesel,Manual,First,Hyundai,2016,29000,19.67,1582.0,126.2,5.0,12.6
5654,Kochi,Petrol,Manual,First,Hyundai,2014,42315,18.5,1197.0,82.9,5.0,4.79
5655,Mumbai,CNG,Manual,First,Maruti,2015,22001,26.6,998.0,58.16,5.0,3.65
5656,Kochi,Diesel,Manual,First,Honda,2016,84580,26.0,1498.0,98.6,5.0,6.83
5657,Jaipur,Petrol,Manual,First,Maruti,2002,75000,16.1,796.0,37.0,4.0,0.51
5658,Pune,Petrol,Manual,Second,Ford,2006,85000,13.8,1299.0,70.0,5.0,0.69
5659,Delhi,Petrol,Manual,First,Maruti,2015,24296,20.85,1197.0,83.14,5.0,4.65
5660,Kolkata,Petrol,Manual,First,Honda,2014,40000,16.8,1497.0,116.3,5.0,6.49
5661,Chennai,Diesel,Manual,First,Hyundai,2009,64514,16.8,1493.0,110.0,5.0,2.9
5662,Delhi,Petrol,Manual,First,Hyundai,2016,35000,17.01,1591.0,121.3,5.0,7.4
5663,Bangalore,Petrol,Manual,Second,Renault,2016,41000,25.17,799.0,53.3,5.0,3.25
5664,Ahmedabad,Petrol,Manual,Second,Maruti,2008,60123,18.9,998.0,67.1,5.0,1.95
5665,Jaipur,Petrol,Manual,Second,Hyundai,2015,53000,18.9,1197.0,82.0,5.0,4.0
5666,Delhi,Petrol,Manual,First,Hyundai,2017,9000,18.6,1197.0,81.83,5.0,6.85
